STATION,NAME,UNITCODE,Year,Month,DATE,EVAP,EVAPMIN,EVAPMAX,PRECIP,SNOW,SNOWDEPTH,TEMPMAX,TEMPMIN,FOG,THUNDER,ICE,HAIL,RIME
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-10,,,,0,0,0,97,72,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-11,,,,0,0,0,98,72,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-12,,,,0,0,0,92,67,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-13,,,,0.19,0,0,100,65,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-14,,,,0,0,0,94,68,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-15,,,,0,0,0,95,69,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-16,,,,0,0,0,91,66,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-17,,,,0,0,0,94,67,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-18,,,,0,0,0,96,69,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-19,,,,0,0,0,99,69,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-20,,,,0,0,0,99,69,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-21,,,,0,0,0,96,69,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-22,,,,0,0,0,91,66,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-23,,,,0,0,0,95,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-24,,,,0,0,0,97,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-25,,,,0,0,0,92,69,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-26,,,,0,0,0,99,74,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-27,,,,0,0,0,102,74,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-28,,,,0,0,0,106,74,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-29,,,,0,0,0,104,74,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-30,,,,0,0,0,104,74,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,8,2017-08-31,,,,0,0,0,104,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-01,,,,0,0,0,96,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-02,,,,0,0,0,99,74,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-03,,,,0,0,0,100,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-04,,,,0,0,0,104,73,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-05,,,,0,0,0,104,72,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-06,,,,0,0,0,102,72,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-07,,,,0,0,0,99,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-08,,,,0,0,0,95,70,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-09,,,,0.22,0,0,96,63,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-10,,,,0,0,0,82,65,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-11,,,,0,0,0,94,66,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-12,,,,0,0,0,98,71,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-13,,,,0,0,0,96,70,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-14,,,,0.09,0,0,93,64,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-15,,,,0.07,0,0,91,61,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-16,,,,0,0,0,83,59,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-17,,,,0,0,0,85,61,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-18,,,,0,0,0,86,59,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-19,,,,0,0,0,87,60,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-20,,,,0,0,0,84,60,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-21,,,,0,0,0,88,60,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-22,,,,0,0,0,85,51,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-23,,,,0,0,0,72,40,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-24,,,,0,0,0,71,36,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-25,,,,0,0,0,68,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-26,,,,0,0,0,75,48,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-27,,,,0,0,0,79,50,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-28,,,,0.05,0,0,78,55,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-29,,,,0,0,0,78,55,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,9,2017-09-30,,,,0,0,0,83,55,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-01,,,,0,0,0,86,56,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-02,,,,0,0,0,81,43,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-03,,,,0,0,0,68,44,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-04,,,,0,0,0,80,45,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-05,,,,0,0,0,81,46,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-06,,,,0,0,0,81,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-07,,,,0,0,0,79,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-08,,,,0,0,0,84,52,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-09,,,,0,0,0,83,36,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-10,,,,0,0,0,61,36,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-11,,,,0,0,0,73,48,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-12,,,,0,0,0,82,53,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-13,,,,0,0,0,80,50,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-14,,,,0,0,0,79,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-15,,,,0,0,0,73,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-16,,,,0,0,0,80,47,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-17,,,,0,0,0,86,51,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-18,,,,0,0,0,87,54,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-19,,,,0,0,0,81,58,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-20,,,,0,0,0,83,55,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-21,,,,0,0,0,78,33,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-22,,,,0,0,0,65,43,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-23,,,,0,0,0,79,50,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-24,,,,0,0,0,85,41,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-25,,,,0,0,0,82,41,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-26,,,,0,0,0,83,53,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-27,,,,0,0,0,82,47,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-28,,,,0,0,0,78,44,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-29,,,,0,0,0,80,53,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-30,,,,0,0,0,80,53,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,10,2017-10-31,,,,0,0,0,79,54,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-01,,,,0,0,0,75,51,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-02,,,,0,0,0,71,48,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-03,,,,0,0,0,70,53,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-04,,,,0,0,0,73,49,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-05,,,,0,0,0,73,54,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-06,,,,0,0,0,68,51,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-07,,,,0,0,0,67,47,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-08,,,,0,0,0,68,36,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-09,,,,0,0,0,65,41,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-10,,,,0,0,0,74,47,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-11,,,,0,0,0,72,46,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-12,,,,0,0,0,72,45,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-13,,,,0,0,0,69,48,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-14,,,,0,0,0,74,48,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-15,,,,0,0,0,71,46,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-16,,,,0,0,0,72,44,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-17,,,,0,0,0,66,48,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-18,,,,0.09,0,0,70,32,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-19,,,,0,0,0,68,34,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-20,,,,0,0,0,64,39,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-21,,,,0,0,0,68,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-22,,,,0,0,0,72,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-23,,,,0,0,0,77,52,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-24,,,,0,0,0,73,51,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-25,,,,0,0,0,76,46,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-26,,,,0,0,0,78,51,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-27,,,,0,0,0,81,50,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-28,,,,0,0,0,74,29,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-29,,,,0,0,0,64,32,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,11,2017-11-30,,,,0,0,0,67,44,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-01,,,,0,0,0,71,41,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-02,,,,0,0,0,71,45,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-03,,,,0,0,0,71,47,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-04,,,,0,0,0,66,21,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-05,,,,0,0,0,57,21,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-06,,,,0,0,0,53,20,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-07,,,,0,0,0,53,15,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-08,,,,0,0,0,53,18,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-09,,,,0,0,0,58,20,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-10,,,,0,0,0,60,28,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-11,,,,0,0,0,62,33,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-12,,,,0,0,0,62,32,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-13,,,,0,0,0,66,31,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-14,,,,0,0,0,63,24,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-15,,,,0,0,0,68,25,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-16,,,,0,0,0,60,33,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-17,,,,0,0,0,57,23,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-18,,,,0,0,0,51,20,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-19,,,,0,0,0,54,22,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-20,,,,0,0,0,58,22,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-21,,,,0,0,1,60,26,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-22,,,,0,0,0,41,16,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-23,,,,0,0,0,45,18,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-24,,,,0,0,0,54,25,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-25,,,,0,0,0,58,26,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-26,,,,0,0,0,59,27,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-27,,,,0,0,0,57,30,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-28,,,,0,0,0,62,37,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-29,,,,0,0,0,66,39,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-30,,,,0,0,0,66,42,,,,,
USC00429717,"ZION NATIONAL PARK, UT US",ZION,2017,12,2017-12-31,,,,0,0,0,66,39,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-01,0.3,37,56,0,0,0,61,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-02,0.26,36,60,0,0,0,61,29,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-03,0,36,57,0,0,0,59,29,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-04,0.07,,,0,0,0,59,30,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-05,0,38,52,0,0,0,57,32,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-06,0.07,41,55,0,0,0,63,34,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-07,0.11,41,63,0,0,0,66,37,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-08,0.1,41,66,0,0,0,70,39,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-09,0.07,46,68,0,0,0,73,39,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-10,0.05,47,62,0,0,0,69,43,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-11,0.12,49,69,0,0,0,73,47,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-12,0,47,68,0,0,0,61,41,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-13,0.03,48,67,0,0,0,67,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-14,0.28,50,69,0,0,0,75,51,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-15,0.25,46,70,0,0,0,73,38,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-16,0.09,46,68,0,0,0,71,40,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-17,0.14,45,67,0,0,0,69,38,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-18,0.07,46,67,0,0,0,69,44,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-19,0.08,48,62,0,0,0,68,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-20,0.07,,,0,0,0,70,41,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-21,,,,0,0,0,70,44,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-22,,,,0,0,0,77,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-23,0.14,46,69,0,0,0,75,42,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-24,0.21,46,69,0,0,0,73,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-25,0.26,55,77,0,0,0,83,58,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-26,0.19,55,79,0,0,0,87,49,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-27,0.18,55,71,0.16,0,0,80,53,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-28,0.06,57,75,0,0,0,73,51,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-29,0.09,57,76,0,0,0,74,56,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-30,0.1,61,72,0,0,0,77,58,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,1,2015-01-31,0,59,68,0.26,0,0,72,55,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-01,0.04,53,77,0,0,0,79,52,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-02,0.15,51,74,0,0,0,77,44,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-03,0.09,51,71,0,0,0,69,44,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-04,0.07,52,74,0,0,0,73,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-05,0.15,52,78,0,0,0,79,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-06,,,,0,0,0,78,50,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-07,0.41,57,77,0,0,0,89,55,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-08,0.19,59,80,0,0,0,85,56,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-09,0.19,63,86,0,0,0,85,66,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-10,0.25,59,86,0,0,0,88,58,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-11,0.27,55,80,0,0,0,85,57,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-12,0.26,55,80,0,0,0,84,51,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-13,0.2,54,79,0,0,0,83,48,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-14,0.2,55,82,0,0,0,85,48,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-15,0.15,55,82,0,0,0,86,49,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-16,0.27,56,83,0,0,0,88,53,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-17,0.25,57,83,0,0,0,87,58,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-18,0.25,55,83,0,0,0,86,50,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-19,0.15,53,56,0,0,0,84,49,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-20,0.17,56,82,0,0,0,85,50,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-21,0.23,57,82,0,0,0,86,55,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-22,0.26,59,82,0,0,0,86,63,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-23,0,52,68,0.26,0,0,73,49,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-24,0.15,49,73,0,0,0,69,53,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-25,,,,0,0,0,81,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-26,0.22,44,79,0,0,0,78,44,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-27,0.23,52,80,0,0,0,84,56,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,2,2015-02-28,0.22,55,79,0,0,0,79,54,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-01,0.21,53,79,0,0,0,78,51,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-02,,,,0.16,0,0,70,50,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-03,0.1,,,0,0,0,69,45,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-04,0.3,48,78,0,0,0,73,54,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-05,,48,78,0,0,0,75,46,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-06,0.28,50,80,0,0,0,80,46,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-07,0.26,52,80,0,0,0,88,50,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-08,0.25,56,86,0,0,0,90,55,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-09,0.29,56,86,0,0,0,90,56,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-10,0.27,55,85,0,0,0,93,53,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-11,0.24,55,86,0,0,0,90,63,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-12,0.27,,,0,0,0,81,56,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-13,0.45,,,0,0,0,92,60,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-14,0.4,,,0,0,0,92,61,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-15,0.25,62,86,0,0,0,93,61,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-16,0.18,62,87,0,0,0,95,63,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-17,0.35,63,90,0,0,0,99,63,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-18,0.23,64,84,0,0,0,92,67,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-19,0.34,62,89,0,0,0,93,64,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-20,0.4,58,88,0,0,0,95,58,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-21,0.32,58,90,0,0,0,95,61,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-22,0.27,60,84,0,0,0,92,61,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-23,0.4,60,86,0,0,0,92,62,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-24,,60,89,0,0,0,90,66,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-25,0.37,60,89,0,0,0,93,67,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-26,0.45,61,90,0,0,0,93,68,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-27,0.41,63,91,0,0,0,98,63,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-28,0.38,63,94,0,0,0,99,65,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-29,0.3,64,96,0,0,0,102,65,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-30,0.4,64,96,0,0,0,101,68,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,3,2015-03-31,0.45,64,96,0,0,0,103,68,,,,,
USC00042319,"DEATH VALLEY, CA US",DEVA,2015,4,2015-04-01,0.49,61,96,0,0,0,103,72,,,,,
