Region,Type,UnitCode,ParkName,State,Year,Month,Visitors,Camping,OtherLodging,OtherCamping
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2013,9,"4,201",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2013,10,"1,997",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2013,11,"3,293",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2013,12,"3,624",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,1,"1,943",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,2,"1,890",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,3,"3,260",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,4,"3,629",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,5,"7,184",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,6,"3,765",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,7,"4,296",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,8,"3,548",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,9,"2,960",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,10,"4,406",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,11,"2,755",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2014,12,"3,227",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,1,"2,407",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,2,"1,252",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,3,"2,777",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,4,"3,467",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,5,"6,914",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,6,"4,157",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,7,"3,624",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,8,"4,325",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,9,"4,222",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,10,"4,697",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,11,"3,366",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2015,12,"4,149",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,1,"1,813",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,2,"1,743",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,3,"3,371",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,4,"4,013",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,5,"6,648",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,6,"4,582",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,7,"5,612",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,8,"4,690",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,9,"3,060",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,10,"4,130",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,11,"3,248",0,0,0
Southeast,National Historic Site,ANJO,Andrew Johnson National Historic Site,TN,2016,12,"3,027",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,1,"5,762",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,2,"5,762",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,3,"16,364",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,4,"40,850",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,5,"41,925",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,6,"43,815",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,7,"85,973",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,8,"48,708",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,9,"36,548",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,10,"32,600",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,11,"22,199",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2010,12,"13,451",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,1,"4,285",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,2,"7,436",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,3,"15,207",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,4,"24,457",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,5,"37,267",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,6,"48,045",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,7,"80,987",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,8,"44,339",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,9,"38,971",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,10,"40,095",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,11,"21,531",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2011,12,"22,367",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,1,"7,795",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,2,"9,610",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,3,"22,226",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,4,"34,876",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,5,"40,840",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,6,"52,734",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,7,"78,416",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,8,"49,666",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,9,"126,798",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,10,"48,084",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,11,"20,791",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2012,12,"19,085",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,1,936,0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,2,"8,836",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,3,"22,256",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,4,"35,053",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,5,"44,650",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,6,"47,740",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,7,"79,760",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,8,"43,477",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,9,"40,546",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,10,"14,578",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,11,"16,939",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2013,12,"16,061",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,1,"4,841",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,2,"4,766",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,3,"15,327",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,4,"26,723",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,5,"39,202",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,6,"41,851",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,7,"63,976",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,8,"37,011",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,9,"30,709",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,10,"36,143",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,11,"18,209",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2014,12,"18,321",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,1,"6,878",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,2,"2,404",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,3,"15,558",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,4,"30,238",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,5,"44,958",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,6,"39,867",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,7,"58,273",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,8,"42,084",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,9,"35,612",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,10,"35,042",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,11,"19,503",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2015,12,"16,763",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,1,"5,906",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,2,"7,372",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,3,"22,624",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,4,"24,495",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,5,"34,306",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,6,"41,630",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,7,"71,040",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,8,"36,373",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,9,"33,925",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,10,"38,411",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,11,"19,152",0,0,0
National Capital,National Battlefield,ANTI,Antietam National Battlefield,MD,2016,12,"16,677",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,1,"3,443",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,2,"2,925",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,3,"13,638",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,4,"33,294",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,5,"27,693",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,6,"20,430",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,7,"30,810",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,8,"20,421",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,9,"19,331",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,10,"26,338",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,11,"12,716",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2010,12,"5,181",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,1,"3,636",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,2,"4,722",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,3,"14,778",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,4,"40,180",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,5,"29,151",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,6,"22,413",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,7,"31,464",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,8,"34,269",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,9,"27,932",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,10,"29,833",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,11,"14,327",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2011,12,"6,212",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,1,"7,859",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,2,"5,035",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,3,"16,702",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,4,"42,007",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,5,"42,328",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,6,"43,385",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,7,"45,354",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,8,"33,108",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,9,"31,277",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,10,"29,091",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,11,"17,574",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2012,12,"6,948",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,1,"5,058",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,2,"5,075",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,3,"18,604",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,4,"38,996",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,5,"49,874",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,6,"45,141",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,7,"49,764",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,8,"37,720",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,9,"32,444",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,10,"14,450",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,11,"14,552",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2013,12,"5,982",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,1,"3,883",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,2,"3,026",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,3,"12,859",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,4,"35,419",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,5,"37,288",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,6,"34,846",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,7,"43,560",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,8,"33,693",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,9,"26,271",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,10,"29,061",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,11,"12,636",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2014,12,"6,234",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,1,"4,603",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,2,"3,497",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,3,"14,118",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,4,"141,819",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,5,"45,075",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,6,"43,243",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,7,"47,805",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,8,"34,417",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,9,"30,186",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,10,"29,340",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,11,"11,981",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2015,12,"6,556",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,1,"3,831",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,2,"4,723",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,3,"26,491",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,4,"32,714",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,5,"33,602",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,6,"40,858",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,7,"45,410",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,8,"31,201",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,9,"28,784",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,10,"31,181",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,11,"16,475",0,0,0
Northeast,National Historical Park,APCO,Appomattox Court House National Historical Park,VA,2016,12,"7,869",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,1,"2,083",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,2,"4,013",2,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,3,"3,437",6,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,4,"4,354",24,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,5,"7,878",631,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,6,"21,539","2,075",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,7,"37,694","5,598",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,8,"46,911","5,710",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,9,"16,777","1,343",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,10,"7,459",123,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,11,"3,147",21,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2010,12,"1,653",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,1,"2,086",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,2,"3,705",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,3,"1,982",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,4,"2,274",2,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,5,"7,856",636,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,6,"17,897","1,749",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,7,"60,498","5,520",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,8,"46,053","5,361",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,9,"19,304","1,189",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,10,"10,515",206,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,11,"2,315",2,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2011,12,"1,555",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,1,"1,411",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,2,"1,955",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,3,"3,300",2,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,4,"3,961",8,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,5,"8,424",241,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,6,"21,458","2,034",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,7,"47,388","5,275",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,8,"45,963","5,663",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,9,"19,915","1,079",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,10,"6,971",74,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,11,"1,813",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2012,12,860,0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,1,"1,712",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,2,"1,848",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,3,"1,473",4,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,4,"2,948",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,5,"6,513",540,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,6,"23,334","1,447",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,7,"36,425","4,787",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,8,"45,600","5,466",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,9,"19,422",910,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,10,"6,504",910,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,11,"1,829",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2013,12,948,0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,1,"12,824",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,2,"68,392",52,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,3,"65,536",22,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,4,998,4,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,5,"7,972",193,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,6,"21,671","1,858",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,7,"31,499","4,627",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,8,"49,734","5,196",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,9,"19,723",672,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,10,"8,189",167,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,11,"2,461",4,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2014,12,"1,060",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,1,"1,831",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,2,"9,818",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,3,"35,092",2,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,4,"2,849",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,5,"5,908",130,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,6,"23,867","1,843",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,7,"53,910","4,986",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,8,"58,277","5,211",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,9,"26,057","1,134",0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,10,"10,962",266,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,11,"2,344",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2015,12,"1,747",0,0,0
Midwest,National Lakeshore,APIS,Apostle Islands National Lakeshore,WI,2016,1,"1,705",0,0,0
