Region,Type,UnitCode,ParkName,State,Year,Month,Visitors,Camping,OtherLodging,OtherCamping
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,4,"5,816",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,5,"5,582",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,6,"7,134",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,7,"7,012",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,8,"6,989",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,9,"5,963",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,10,"5,903",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,11,"4,438",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2010,12,"3,472",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,1,"2,675",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,2,"4,038",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,3,"5,929",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,4,"7,486",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,5,"6,625",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,6,"7,376",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,7,"8,952",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,8,"4,424",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,9,"5,321",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,10,"5,945",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,11,"4,084",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2011,12,"3,037",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,1,"3,410",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,2,"3,650",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,3,"7,771",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,4,"5,872",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,5,"5,855",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,6,"5,785",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,7,"5,613",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,8,"4,478",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,9,"4,701",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,10,"4,609",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,11,"3,764",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2012,12,"3,160",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,1,"3,764",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,2,"3,584",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,3,"5,365",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,4,"5,346",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,5,"7,433",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,6,"6,006",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,7,"6,543",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,8,"5,212",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,9,"5,016",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,10,"2,957",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,11,"2,804",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2013,12,"1,935",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,1,"3,029",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,2,"3,318",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,3,"12,677",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,4,"4,364",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,5,"5,201",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,6,"5,989",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,7,"6,190",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,8,"5,309",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,9,"4,837",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,10,"5,748",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,11,"4,735",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2014,12,"2,962",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,1,"3,942",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,2,"4,192",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,3,"10,685",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,4,"6,995",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,5,"10,354",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,6,"8,378",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,7,"7,992",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,8,"7,088",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,9,"6,098",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,10,"6,517",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,11,"5,576",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2015,12,"11,465",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,1,"3,476",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,2,"5,050",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,3,"9,691",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,4,"8,309",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,5,"8,214",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,6,"8,438",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,7,"8,105",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,8,"7,992",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,9,"5,913",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,10,"8,533",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,11,"5,065",0,0,0
Southeast,National Military Park,HOBE,Horseshoe Bend National Military Park,AL,2016,12,"4,584",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,1,300,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,2,347,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,3,"1,147",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,4,"2,467",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,5,"4,866",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,6,"4,270",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,7,"5,461",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,8,"4,505",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,9,"3,302",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,10,"5,139",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,11,"1,362",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2010,12,752,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,1,331,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,2,607,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,3,"1,007",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,4,"2,001",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,5,"4,844",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,6,"4,337",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,7,"5,610",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,8,"4,517",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,9,"2,989",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,10,"4,645",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,11,"1,723",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2011,12,"1,223",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,1,606,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,2,934,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,3,"2,667",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,4,"3,322",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,5,"5,122",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,6,"6,682",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,7,"5,187",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,8,"4,610",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,9,"4,136",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,10,"3,836",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,11,"1,711",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2012,12,649,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,1,513,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,2,554,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,3,"2,664",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,4,"3,053",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,5,"4,933",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,6,"5,262",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,7,"5,106",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,8,"4,452",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,9,"2,594",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,10,"1,200",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,11,"1,270",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2013,12,605,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,1,242,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,2,399,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,3,"2,269",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,4,"2,518",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,5,"4,772",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,6,"4,932",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,7,"6,135",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,8,"4,228",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,9,"3,899",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,10,"5,008",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,11,"1,460",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2014,12,570,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,1,584,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,2,438,0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,3,"1,588",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,4,"4,325",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,5,"5,371",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,6,"5,485",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,7,"6,443",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,8,"5,192",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,9,"4,681",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,10,"5,109",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,11,"3,082",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2015,12,"1,289",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,1,"1,258",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,2,"1,683",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,3,"2,578",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,4,"4,598",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,5,"6,523",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,6,"8,466",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,7,"7,795",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,8,"6,523",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,9,"5,769",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,10,"7,802",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,11,"2,917",0,0,0
Midwest,National Historical Park,HOCU,Hopewell Culture National Historical Park,OH,2016,12,"2,146",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,1,"2,730",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,2,"3,192",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,3,"6,789",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,4,"13,747",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,5,"15,616",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,6,"14,329",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,7,"15,815",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,8,"18,954",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,9,"15,685",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,10,"20,647",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,11,"8,346",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2010,12,"4,401",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,1,"2,340",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,2,"2,958",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,3,"5,230",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,4,"10,607",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,5,"13,980",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,6,"14,660",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,7,"16,011",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,8,"15,253",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,9,"12,471",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,10,"17,110",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,11,"8,478",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2011,12,"6,390",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,1,"3,782",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,2,"5,288",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,3,"7,426",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,4,"12,550",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,5,"14,938",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,6,"13,794",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,7,"15,190",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,8,"16,350",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,9,"14,717",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,10,"18,414",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,11,"7,489",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2012,12,"5,808",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,1,"3,648",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,2,"3,468",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,3,"7,130",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,4,"11,594",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,5,"15,530",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,6,"16,886",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,7,"21,581",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,8,"23,198",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,9,"18,566",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,10,"10,271",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,11,"9,834",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2013,12,"5,512",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,1,"2,577",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,2,"3,030",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,3,"5,274",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,4,"12,511",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,5,"17,896",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,6,"19,926",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,7,"21,921",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,8,"22,374",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,9,"21,879",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,10,"30,838",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,11,"12,194",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2014,12,"8,920",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,1,"3,563",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,2,"2,934",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,3,"5,610",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,4,"13,305",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,5,"19,392",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,6,"21,390",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,7,"22,919",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,8,"24,366",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,9,"21,466",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,10,"26,620",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,11,"10,967",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2015,12,"7,873",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,1,"4,761",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,2,"5,676",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,3,"9,106",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,4,"15,522",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,5,"21,155",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,6,"20,818",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,7,"25,013",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,8,"22,954",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,9,"21,228",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,10,"27,220",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,11,"12,365",0,0,0
Northeast,National Historic Site,HOFR,Home of Franklin D. Roosevelt National Historic Site,NY,2016,12,"7,454",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,1,"1,419",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,2,"1,282",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,3,"5,144",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,4,"4,259",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,5,"5,365",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,6,"6,154",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,7,"6,697",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,8,"6,809",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,9,"7,286",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,10,"6,403",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,11,"2,958",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2010,12,"1,974",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2011,1,"1,223",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2011,2,"1,521",0,0,0
Northeast,National Historic Site,HOFU,Hopewell Furnace National Historic Site,PA,2011,3,"2,830",0,0,0
