Species_ID,Category,Family,Scientific_Name,Common_Names,Record_Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation_Status
ACAD-2363,Vascular Plant,Cyperaceae,Eriophorum gracile,Slender Cotton-Grass,Approved,Not Confirmed,Native,,,
ACAD-2369,Vascular Plant,Cyperaceae,Rhynchospora capitellata,Beak-Rush,Approved,Present,Native,Rare,,
ACAD-2371,Vascular Plant,Cyperaceae,Schoenoplectus acutus,Great Bulrush,Approved,Present,Native,Uncommon,,
ACAD-2376,Vascular Plant,Cyperaceae,Scirpus atrovirens,Green Bulrush,Approved,Present,Native,Occasional,,
ACAD-2382,Vascular Plant,Cyperaceae,Trichophorum cespitosum,Tufted Club-Rush,Approved,Present,Native,Occasional,,
ACAD-2389,Vascular Plant,Juncaceae,Juncus brevicaudatus,Narrow-Panicled Rush,Approved,Present,Native,Occasional,,
ACAD-2394,Vascular Plant,Juncaceae,Juncus filiformis,Thread Rush,Approved,Present,Native,Uncommon,,
ACAD-2395,Vascular Plant,Juncaceae,Juncus gerardi,Black Grass,Approved,Present,Native,Occasional,,
ACAD-2398,Vascular Plant,Juncaceae,Juncus pelocarpus,Beach Rush,Approved,Present,Native,Occasional,,
ACAD-2412,Vascular Plant,Poaceae,Agrostis scabra,Fly-Away Grass,Approved,Present,Native,Occasional,,
ACAD-2419,Vascular Plant,Poaceae,Brachyelytrum septentrionale,Short-Husk,Approved,Present,Native,Occasional,,
ACAD-2421,Vascular Plant,Poaceae,Bromus commutatus,Bromegrass,Approved,Not Confirmed,Not Native,,,
ACAD-2433,Vascular Plant,Poaceae,Danthonia compressa,Wild Oatgrass,Approved,Present,Native,Rare,,
ACAD-2440,Vascular Plant,Poaceae,Echinochloa crus-galli,Barnyard Grass,Approved,Present,Not Native,Occasional,,
ACAD-2441,Vascular Plant,Poaceae,Elymus repens,"Witchgrass, Quackgrass",Approved,Present,Not Native,Common,,
ACAD-2450,Vascular Plant,Poaceae,Glyceria borealis,"Northern Mannagrass, Small Floating Manna Grass, Small Floating Mannagrass",Approved,Present,Native,Uncommon,,
ACAD-2472,Vascular Plant,Poaceae,Oryzopsis pungens,Mountain Ricegrass,Approved,Present,Native,Uncommon,,
ACAD-2476,Vascular Plant,Poaceae,Panicum dichotomum,Forked Panic Grass,Approved,Present,Native,Uncommon,,
ACAD-2477,Vascular Plant,Poaceae,Panicum linearifolium,Panic Grass,Approved,Not Confirmed,Native,,,
ACAD-2479,Vascular Plant,Poaceae,Phalaris arundinacea,Reed Canary Grass,Approved,Present,Native,Occasional,,
ACAD-2489,Vascular Plant,Poaceae,Puccinellia fasciculata,Torrey Alkaligrass,Approved,Not Confirmed,Native,,,
ACAD-2499,Vascular Plant,Poaceae,Spartina patens,Salt-Mmeadow Grass,Approved,Present,Native,Occasional,,
ACAD-2500,Vascular Plant,Poaceae,Spartina pectinata,Fresh-Water Cord Grass,Approved,Present,Native,Uncommon,,
ACAD-2501,Vascular Plant,Poaceae,Spartina X caespitosa,Marsh Cord Grass,Approved,Not Confirmed,Native,,,
ACAD-2509,Vascular Plant,Typhaceae,Sparganium erectum,Bur Reed,Approved,Present,Native,Uncommon,,
ACAD-2532,Vascular Plant,Thelypteridaceae,Phegopteris connectilis,"Long Beech Fern, Spearhead Fern",Approved,Present,Native,Occasional,,
ACAD-2534,Vascular Plant,Thelypteridaceae,Thelypteris palustris var. pubescens,Marsh Fern,Approved,Present,Native,Occasional,,
ACAD-2538,Vascular Plant,Woodsiaceae,Cystopteris tenuis,Upland Brittle Fern,Approved,Not Confirmed,Native,,,
ACAD-2556,Vascular Plant,Ranunculaceae,Ranunculus abortivus,Small-Flowered Crowfoot,Approved,Not Confirmed,Native,,,
ACAD-2562,Vascular Plant,Ranunculaceae,Ranunculus recurvatus,Hooked Crowfoot,Approved,Not Confirmed,Unknown,,,
ACAD-2580,Vascular Plant,Rosaceae,Argentina egedii ssp. groenlandica,Coastal Silverweed,Approved,Not Confirmed,Native,,,
ACAD-2595,Vascular Plant,Rosaceae,Filipendula vulgaris,Dropwort,Approved,Present,Not Native,Uncommon,,
ACAD-2633,Vascular Plant,Rosaceae,Rubus allegheniensis,Common Blackberry,Approved,Present,Native,Occasional,,
ACAD-2634,Vascular Plant,Rosaceae,Rubus canadensis,Smooth Bramble,Approved,Not Confirmed,Native,,,
ACAD-2638,Vascular Plant,Rosaceae,Rubus flagellaris,Dewberry,Approved,Not Confirmed,Native,,,
ACAD-2646,Vascular Plant,Rosaceae,Rubus recurvicaulis,Dewberry,Approved,Not Confirmed,Native,,,
ACAD-2648,Vascular Plant,Rosaceae,Rubus setosus,Dewberry,Approved,Not Present (Historical Report),Native,,,
ACAD-2649,Vascular Plant,Rosaceae,Rubus setosus X allegheniensis,Dewberry,Approved,Not Confirmed,Native,,,
ACAD-2655,Vascular Plant,Rosaceae,Sorbus aucuparia,European Mountain Ash,Approved,Present,Not Native,Occasional,,
ACAD-2659,Vascular Plant,Rosaceae,Spiraea tomentosa,"Steeplebush, Hardhack",Approved,Present,Native,Occasional,,
ACAD-2663,Vascular Plant,Urticaceae,Urtica dioica ssp. gracilis,Slender Nettle,Approved,Present,Not Native,Uncommon,,
ACAD-2676,Vascular Plant,Sapindaceae,Acer saccharum,Sugar Maple,Approved,Present,Native,Uncommon,,
ACAD-2677,Vascular Plant,Sapindaceae,Acer spicatum,Mountain Maple,Approved,Present,Native,Occasional,,
ACAD-2685,Vascular Plant,Grossulariaceae,Ribes glandulosum,Skunk Currant,Approved,Present,Native,Uncommon,,
ACAD-2686,Vascular Plant,Grossulariaceae,Ribes hirtellum,Gooseberry,Approved,Present,Native,Uncommon,,
ACAD-2687,Vascular Plant,Grossulariaceae,Ribes lacustre,Bristly Black Currant,Approved,Not Present (Historical Report),Native,,,
ACAD-2698,Vascular Plant,Saxifragaceae,Saxifraga virginiensis,Early Saxifrage,Approved,Present,Native,Uncommon,,
ACAD-2702,Vascular Plant,Convolvulaceae,Cuscuta gronovii,"Common Dodder, Love Vine",Approved,Present,Native,Uncommon,,
ACAD-2707,Vascular Plant,Vitaceae,Parthenocissus quinquefolia,"Virginia Creeper, Woodbine",Approved,Present,Native,Uncommon,,
ARCH-1002,Mammal,Cervidae,Cervus canadensis,Elk,Approved,Present,Native,Unknown,,
ARCH-1007,Mammal,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Rare,,
ARCH-1014,Mammal,Mustelidae,Mustela vison,American Mink,Approved,Not Confirmed,Native,,,
ARCH-1016,Mammal,Procyonidae,Bassariscus astutus,Ringtail,Approved,Present,Native,Uncommon,Breeder,Species of Concern
ARCH-1017,Mammal,Procyonidae,Procyon lotor,Northern Raccoon,Approved,Present,Native,Uncommon,Breeder,
ARCH-1025,Mammal,Vespertilionidae,Idionycteris phyllotis,Allen's Big-Eared Bat,Approved,Not Confirmed,Native,,,Species of Concern
ARCH-1026,Mammal,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Not Confirmed,Native,,,Species of Concern
ARCH-1032,Mammal,Vespertilionidae,Myotis thysanodes,Fringed Myotis,Approved,Not Confirmed,Native,,,Species of Concern
ARCH-1034,Mammal,Vespertilionidae,Myotis yumanensis,Yuma Myotis,Approved,Present,Native,Uncommon,Breeder,Species of Concern
ARCH-1049,Mammal,Geomyidae,Thomomys bottae,Botta's Pocket Gopher,Approved,Present,Native,Uncommon,Breeder,
ARCH-1052,Mammal,Muridae,Mus musculus,House Mouse,Approved,Not Confirmed,Not Native,,,
ARCH-1054,Mammal,Sciuridae,Cynomys leucurus,White-Tailed Prairie Dog,Approved,Present,Native,Uncommon,Breeder,
ARCH-1063,Bird,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Common,Breeder,
ARCH-1065,Bird,Accipitridae,Buteo regalis,Ferruginous Hawk,Approved,Not Confirmed,Native,,,
ARCH-1067,Bird,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Common,Resident,Species of Concern
ARCH-1068,Bird,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Uncommon,Resident,In Recovery
ARCH-1071,Bird,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Rare,Migratory,Species of Concern
ARCH-1092,Bird,Caprimulgidae,Chordeiles minor,Common Nighthawk,Approved,Present,Native,Uncommon,Resident,
ARCH-1095,Bird,Recurvirostridae,Himantopus mexicanus,Black-Necked Stilt,Approved,Not Confirmed,Native,,,
ARCH-1098,Bird,Scolopacidae,Gallinago gallinago,Common Snipe,Approved,Present,Native,Occasional,Migratory,
ARCH-1102,Bird,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Approved,Present,Native,Rare,Migratory,
ARCH-1112,Bird,Phasianidae,Meleagris gallopavo,Wild Turkey,Approved,Present,Native,Uncommon,Breeder,
ARCH-1138,Bird,Emberizidae,Junco hyemalis caniceps,Dark-Eyed Junco (Gray-Headed),Approved,Present,Native,Common,Migratory,
ARCH-1150,Bird,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Common,Migratory,Species of Concern
ARCH-1152,Bird,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,Approved,Present,Native,Occasional,Migratory,
ARCH-1171,Bird,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,Approved,Present,Native,Common,Breeder,
ARCH-1173,Bird,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Approved,Present,Native,Uncommon,Migratory,
ARCH-1178,Bird,Icteridae,Xanthocephalus xanthocephalus,Yellow-Headed Blackbird,Approved,Present,Native,Occasional,Migratory,
ARCH-1189,Bird,Paridae,Poecile gambeli,Mountain Chickadee,Approved,Present,Native,Uncommon,Resident,
ARCH-1195,Bird,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Common,Resident,Species of Concern
ARCH-1208,Bird,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Occasional,Migratory,
ARCH-1219,Bird,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Uncommon,Resident,
ARCH-1221,Bird,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,Approved,Present,Native,Rare,Migratory,
ARCH-1226,Bird,Tyrannidae,Empidonax traillii extimus,Southwest Willow Flycatcher,Approved,Not Confirmed,Native,,,Endangered
ARCH-1231,Bird,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Present,Native,Common,Breeder,
ARCH-1235,Bird,Vireonidae,Vireo vicinior,Gray Vireo,Approved,Present,Native,Uncommon,Breeder,Species of Concern
ARCH-1245,Bird,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Uncommon,Breeder,
ARCH-1251,Bird,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Uncommon,Migratory,Species of Concern
ARCH-1257,Bird,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Rare,Breeder,Species of Concern
ARCH-1259,Bird,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Uncommon,Breeder,
ARCH-1263,Bird,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Not Confirmed,Native,,,Species of Concern
ARCH-1268,Reptile,Colubridae,Masticophis taeniatus,Striped Whipsnake,Approved,Present,Native,Common,Breeder,
ARCH-1272,Reptile,Colubridae,Thamnophis elegans,Terrestrial Gartersnake,Approved,Present,Native,Uncommon,Breeder,
ARCH-1285,Amphibian,Bufonidae,Bufo woodhousii,Woodhouse's Toad,Approved,Present,Native,Common,Breeder,
ARCH-1288,Amphibian,Ranidae,Rana pipiens,Northern Leopard Frog,Approved,Present,Native,Unknown,,
ARCH-1294,Fish,Cyprinidae,Cyprinella lutrensis,Red Shiner,Approved,Present,Not Native,Common,Breeder,
ARCH-1302,Fish,Ictaluridae,Ameiurus natalis,Yellow Bullhead,Approved,Present,Not Native,Uncommon,Resident,
ARCH-1303,Vascular Plant,,Arabis holboellii var. brachycarpa,Spreadingpod Rockcress,Approved,Not Confirmed,Native,,,
ARCH-1310,Vascular Plant,,Haplopappus armerioides var. armerioides,Thrift Goldenweed,Approved,Present,Native,Uncommon,,
ARCH-1314,Vascular Plant,,Zuckia brandegei var. brandegei,Brandegee's Siltbush,Approved,Present,Native,Uncommon,,
ARCH-1317,Vascular Plant,Apiaceae,Cymopterus acaulis var. fendleri,Fendler's Cymopterus,Approved,Present,Native,Uncommon,,
ARCH-1327,Vascular Plant,Amaryllidaceae,Allium macropetalum,San Juan Onion,Approved,Present,Native,Uncommon,,
ARCH-1331,Vascular Plant,Asparagaceae,Asparagus officinalis,Asparagus,Approved,Present,Not Native,Uncommon,,
ARCH-1336,Vascular Plant,Asparagaceae,Yucca harrimaniae var. harrimaniae,Harriman's Yucca,Approved,Present,Native,Common,,
ARCH-1341,Vascular Plant,Asteraceae,Agoseris aurantiaca var. aurantiaca,Orange Agoseris,Approved,Not Confirmed,Native,,,
ARCH-1343,Vascular Plant,Asteraceae,Ambrosia acanthicarpa,Bur Ragweed,Approved,Present,Native,Common,,
ARCH-1345,Vascular Plant,Asteraceae,Arctium minus,Burdock,Approved,Present,Not Native,Uncommon,,
ARCH-1352,Vascular Plant,Asteraceae,Artemisia ludoviciana var. latiloba,Louisiana Wormwood,Approved,Not Present (False Report),Native,,,
ARCH-1365,Vascular Plant,Asteraceae,Aster pansus,White Heath Aster,Approved,Not Confirmed,Native,,,
ARCH-1366,Vascular Plant,Asteraceae,Aster pauciflorus,Alkali Aster,Approved,Not Confirmed,Native,,,
ARCH-1369,Vascular Plant,Asteraceae,Bidens frondosa,Devil's- Beggarsticks,Approved,Present,Native,Uncommon,,
ARCH-1373,Vascular Plant,Asteraceae,Brickellia microphylla var. scabra,Rough Brickellbush,Approved,Present,Native,Uncommon,,
ARCH-1374,Vascular Plant,Asteraceae,Brickellia oblongifolia var. linifolia,Mohave Brickellbush,Approved,Present,Native,Rare,,
ARCH-1382,Vascular Plant,Asteraceae,Chrysothamnus linifolius,Spear-Leaf Rabbitbrush,Approved,Present,Native,Uncommon,,
ARCH-1391,Vascular Plant,Asteraceae,Chrysothamnus viscidiflorus var. puberulus,Puberulent Rabbitbrush,Approved,Not Confirmed,Native,,,
ARCH-1392,Vascular Plant,Asteraceae,Chrysothamnus viscidiflorus var. stenophyllus,Slenderleaf Rabbitbrush,Approved,Present,Native,Common,,
ARCH-1403,Vascular Plant,Asteraceae,Dicoria brandegei,Brandegee's Sandplant,Approved,Present,Native,Common,,
ARCH-1410,Vascular Plant,Asteraceae,Erigeron bellidiastrum,Pretty Daisy,Approved,Present,Native,Uncommon,,
ARCH-1415,Vascular Plant,Asteraceae,Erigeron kachinensis,Kachina Daisy,Approved,Not Confirmed,Native,,,Species of Concern
ARCH-1420,Vascular Plant,Asteraceae,Eupatorium herbaceum,White Thoroughwort,Approved,Not Confirmed,Native,,,
ARCH-1424,Vascular Plant,Asteraceae,Gaillardia pulchella,Pretty Blanketflower,Approved,Present,Not Native,Uncommon,,
ARCH-1428,Vascular Plant,Asteraceae,Grindelia fastigiata,Erect Gumweed,Approved,Present,Native,Uncommon,,
ARCH-1431,Vascular Plant,Asteraceae,Gutierrezia sarothrae,Broom Snakeweed,Approved,Present,Native,Abundant,,
ARCH-1434,Vascular Plant,Asteraceae,Haplopappus rusbyi,Rusby's Goldenbush,Approved,Present,Native,Uncommon,,
ARCH-1437,Vascular Plant,Asteraceae,Helianthus annuus ssp. lenticularis,Common Sunflower,Approved,Present,Native,Uncommon,,
ARCH-1452,Vascular Plant,Asteraceae,Machaeranthera canescens var. canescens,Hoary Aster,Approved,Present,Native,Uncommon,,
ARCH-1461,Vascular Plant,Asteraceae,Petradoria pumila var. pumila,Rock-Goldenrod,Approved,Present,Native,Uncommon,,
ARCH-1467,Vascular Plant,Asteraceae,Pseudognaphalium microcephalum,San Diego Rabbit-Tobacco,Approved,Not Present (False Report),Native,,,
ARCH-1471,Vascular Plant,Asteraceae,Senecio spartioides var. multicapitatus,Many-Headed Groundsel,Approved,Present,Native,Uncommon,,
ARCH-1472,Vascular Plant,Asteraceae,Senecio spartioides var. spartioides,Broom Groundsel,Approved,Present,Native,Uncommon,,
ARCH-1474,Vascular Plant,Asteraceae,Solidago canadensis var. salebrosa,Canadian Goldenrod,Approved,Present,Native,Uncommon,,
ARCH-1480,Vascular Plant,Asteraceae,Stephanomeria pauciflora,Brown-Plume Wire-Lettuce,Approved,Present,Native,Uncommon,,
ARCH-1485,Vascular Plant,Asteraceae,Thelesperma megapotamicum,Hopi-Tea,Approved,Not Present (False Report),Native,,,
ARCH-1489,Vascular Plant,Asteraceae,Tragopogon dubius,Yellow Salsify,Approved,Present,Not Native,Uncommon,,
ARCH-1491,Vascular Plant,Asteraceae,Verbesina encelioides var. exauriculata,Golden Crownbeard,Approved,Not Confirmed,Native,,,
ARCH-1499,Vascular Plant,Asteraceae,Xylorhiza venusta,Cisco Woodyaster,Approved,Present,Native,Uncommon,,
ARCH-1506,Vascular Plant,Boraginaceae,Cryptantha flavoculata,Yellow-Eye Cryptanth,Approved,Present,Native,Uncommon,,
ARCH-1512,Vascular Plant,Boraginaceae,Cryptantha osterhoutii,Osterhout's Cryptanth,Approved,Present,Native,Rare,,
ARCH-1523,Vascular Plant,Boraginaceae,Nama densum var. parviflorum,Leafy Fiddleleaf,Approved,Not Confirmed,Native,,,
ARCH-1527,Vascular Plant,Heliotropiaceae,Heliotropium convolvulaceum,Bindweed Heliotrope,Approved,Present,Native,Uncommon,,
ARCH-1548,Vascular Plant,Brassicaceae,Draba reptans,Dwarf Draba,Approved,Not Confirmed,Native,,,
ARCH-1562,Vascular Plant,Brassicaceae,Physaria newberryi,Newberry's Twinpod,Approved,Not Confirmed,Native,,,
ARCH-1563,Vascular Plant,Brassicaceae,Schoenocrambe linifolia,Flax-Leaved Plainsmustard,Approved,Not Confirmed,Native,,,
ARCH-1580,Vascular Plant,Amaranthaceae,Atriplex canescens var. canescens,Four-Wing Saltbush,Approved,Present,Native,Common,,
ARCH-1584,Vascular Plant,Amaranthaceae,Atriplex gardneri var. welshii,Welsh's Saltbush,Approved,Not Confirmed,Native,,,
ARCH-1588,Vascular Plant,Amaranthaceae,Atriplex prostrata,Thinleaf Orach,Approved,Not Confirmed,Native,,,
ARCH-1592,Vascular Plant,Amaranthaceae,Chenopodium album var. album,Lambsquarter,Approved,Present,Not Native,Uncommon,,
ARCH-1600,Vascular Plant,Amaranthaceae,Cycloloma atriplicifolia,Winged Pigweed,Approved,Present,Native,Uncommon,,
ARCH-1609,Vascular Plant,Amaranthaceae,Suaeda occidentalis,Western Seepweed,Approved,Present,Native,Uncommon,,
ARCH-1615,Vascular Plant,Cactaceae,Opuntia polyacantha var. rufispina,Rufous-Spine Prickly-Pear,Approved,Present,Native,Uncommon,,
ARCH-1634,Vascular Plant,Polygonaceae,Eriogonum contortum,Grand Valley Wild Buckwheat,Approved,Not Confirmed,Native,,,
ARCH-1643,Vascular Plant,Polygonaceae,Eriogonum microthecum var. simpsonii,Slender Wild Buckwheat,Approved,Present,Native,Common,,
ARCH-1654,Vascular Plant,Polygonaceae,Rumex venosus,Veiny Dock,Approved,Present,Native,Uncommon,,
ARCH-1665,Vascular Plant,Loasaceae,Mentzelia pumila var. lagarosa,Lax Stickleaf,Approved,Not Present (False Report),Native,,,
ARCH-1678,Vascular Plant,Polemoniaceae,Eriastrum diffusum,Spreading Eriastrum,Approved,Not Confirmed,Native,,,
ARCH-1683,Vascular Plant,Polemoniaceae,Ipomopsis gunnisonii,Gunnison's Gilia,Approved,Present,Native,Common,,
ARCH-1688,Vascular Plant,Polemoniaceae,Leptodactylon pungens,Prickly-Phlox,Approved,Not Confirmed,Native,,,
ARCH-1690,Vascular Plant,Polemoniaceae,Phlox austromontana var. austromontana,Desert Phlox,Approved,Not Confirmed,Native,,,
ARCH-1702,Vascular Plant,Fabaceae,Astragalus flavus var. flavus,Yellow Milkvetch,Approved,Present,Native,Rare,,
ARCH-1707,Vascular Plant,Fabaceae,Astragalus lentiginosus var. palans,Straggling Milkvetch,Approved,Present,Native,Common,,
ARCH-1708,Vascular Plant,Fabaceae,Astragalus moencoppensis,Moenkopi Milkvetch,Approved,Not Confirmed,Native,,,
ARCH-1710,Vascular Plant,Fabaceae,Astragalus monumentalis,Monument Milkvetch,Approved,Not Present (False Report),Native,,,
ARCH-1712,Vascular Plant,Fabaceae,Astragalus piscator,Fisher Milkvetch,Approved,Not Confirmed,Native,,,
ARCH-1716,Vascular Plant,Fabaceae,Astragalus preussii var. latus,Preuss' Milkvetch,Approved,Present,Native,Common,,
ARCH-1717,Vascular Plant,Fabaceae,Astragalus sabulonum,Gravel Milkvetch,Approved,Present,Native,Rare,,
ARCH-1721,Vascular Plant,Fabaceae,Dalea flavescens var. epica,Hole-In-The-Rock Prairie-Clover,Approved,Not Present (False Report),Native,,,Species of Concern
ARCH-1725,Vascular Plant,Fabaceae,Hedysarum boreale var. boreale,Northern Sweetvetch,Approved,Present,Native,Uncommon,,
ARCH-1732,Vascular Plant,Fabaceae,Lupinus kingii var. kingii,King's Lupine,Approved,Not Confirmed,Native,,,
ARCH-1736,Vascular Plant,Fabaceae,Melilotus officinalis,Yellow Sweet-Clover,Approved,Present,Not Native,Uncommon,,
ARCH-1743,Vascular Plant,Fabaceae,Vicia americana var. americana,American Vetch,Approved,Not Confirmed,Native,,,
ARCH-1751,Vascular Plant,Apocynaceae,Amsonia jonesii,Jones' Amsonia,Approved,Not Confirmed,Native,,,
ARCH-1753,Vascular Plant,Apocynaceae,Apocynum androsaemifolium var. androsaemifolium,Spreading Dogbane,Approved,Not Confirmed,Native,,,
ARCH-1766,Vascular Plant,Gentianaceae,Centaurium exaltatum,Great Basin Centaury,Approved,Present,Native,Uncommon,,
ARCH-1778,Vascular Plant,Lamiaceae,Lycopus americanus,American Bugleweed,Approved,Not Confirmed,Native,,,
ARCH-1781,Vascular Plant,Oleaceae,Forestiera pubescens,Desert Olive,Approved,Present,Native,Rare,,
ARCH-1783,Vascular Plant,Orobanchaceae,Castilleja chromosa,Desert Paintbrush,Approved,Not Present (Historical Report),Native,,,
ARCH-1784,Vascular Plant,Orobanchaceae,Castilleja exilis,Annual Paintbrush,Approved,Present,Native,Uncommon,,
ARCH-1813,Vascular Plant,Liliaceae,Eremocrinum albomarginatum,Sand Lily,Approved,Present,Native,Rare,,
ARCH-1815,Vascular Plant,Melanthiaceae,Zigadenus vaginatus,Alcove Death Camas,Approved,Present,Native,Uncommon,,
ARCH-1824,Vascular Plant,Salicaceae,Populus fremontii var. fremontii,Fremont Cottonwood,Approved,Present,Native,Common,,
ARCH-1831,Vascular Plant,Salicaceae,Salix gooddingii,Goodding's Black Willow,Approved,Present,Native,Uncommon,,
ARCH-1837,Vascular Plant,Malvaceae,Sphaeralcea janeae,Jane's Globemallow,Approved,Not Confirmed,Native,,,Species of Concern
ARCH-1852,Vascular Plant,Onagraceae,Oenothera caespitosa var. navajoensis,Paria Evening-Primrose,Approved,Present,Native,Uncommon,,
