Geo,Country,YearMon,Hotel,ShortStay,Camp
CZ,Czech Republic,2017M01,2411146,591382,3513
CZ,Czech Republic,2016M12,2579782,436877,5145
CZ,Czech Republic,2016M11,2435089,550833,3810
CZ,Czech Republic,2016M10,3182000,656623,16017
CZ,Czech Republic,2016M09,3459037,933928,195424
CZ,Czech Republic,2016M08,4412804,1710151,988241
CZ,Czech Republic,2016M07,4287970,1832396,1226279
CZ,Czech Republic,2016M06,3169147,930912,203627
CZ,Czech Republic,2016M05,3191613,815914,106914
CZ,Czech Republic,2016M04,2601600,597353,23967
CZ,Czech Republic,2016M03,2727984,665636,6397
CZ,Czech Republic,2016M02,2356387,718729,3810
CZ,Czech Republic,2016M01,2089326,572161,3074
CZ,Czech Republic,2015M12,2306627,427307,8229
CZ,Czech Republic,2015M11,2221482,532074,5795
CZ,Czech Republic,2015M10,2916375,646801,12546
CZ,Czech Republic,2015M09,3260633,927173,152192
CZ,Czech Republic,2015M08,4210903,1729838,938924
CZ,Czech Republic,2015M07,3960766,1786912,1086305
CZ,Czech Republic,2015M06,3111317,906142,214087
CZ,Czech Republic,2015M05,3131317,819827,113956
CZ,Czech Republic,2015M04,2583710,610593,22923
CZ,Czech Republic,2015M03,2379673,622811,2732
CZ,Czech Republic,2015M02,2199197,720020,2808
CZ,Czech Republic,2015M01,1978442,540979,2490
CZ,Czech Republic,2014M12,2149264,395576,4420
CZ,Czech Republic,2014M11,2098636,460867,4568
CZ,Czech Republic,2014M10,2789432,592290,14199
CZ,Czech Republic,2014M09,2991150,814426,113667
CZ,Czech Republic,2014M08,3822108,1499486,799122
CZ,Czech Republic,2014M07,3451998,1523724,941122
CZ,Czech Republic,2014M06,2845231,816047,189247
CZ,Czech Republic,2014M05,2855684,742876,90165
CZ,Czech Republic,2014M04,2517712,545015,32107
CZ,Czech Republic,2014M03,2271268,558282,3022
CZ,Czech Republic,2014M02,1993873,646821,2332
CZ,Czech Republic,2014M01,1900338,469373,1481
CZ,Czech Republic,2013M12,2094417,396391,3032
CZ,Czech Republic,2013M11,2055938,431784,2987
CZ,Czech Republic,2013M10,2730950,550254,9602
CZ,Czech Republic,2013M09,3000514,812187,112623
CZ,Czech Republic,2013M08,3704123,1513592,842945
CZ,Czech Republic,2013M07,3465744,1536445,986250
CZ,Czech Republic,2013M06,2739832,812149,146676
CZ,Czech Republic,2013M05,3035661,709860,82995
CZ,Czech Republic,2013M04,2425224,494852,13129
CZ,Czech Republic,2013M03,2529179,632151,4899
CZ,Czech Republic,2013M02,2137081,734912,4211
CZ,Czech Republic,2013M01,1977856,575053,2781
CZ,Czech Republic,2012M12,2023280,377629,4925
CZ,Czech Republic,2012M11,2048261,423067,4308
CZ,Czech Republic,2012M10,2736900,536068,8082
CZ,Czech Republic,2012M09,3093362,836795,113880
CZ,Czech Republic,2012M08,3730596,1537720,769459
CZ,Czech Republic,2012M07,3482682,1600998,851457
CZ,Czech Republic,2012M06,2810274,848531,190341
CZ,Czech Republic,2012M05,2878454,712213,93691
CZ,Czech Republic,2012M04,2596804,538754,24809
CZ,Czech Republic,2012M03,2376211,615550,3649
CZ,Czech Republic,2012M02,2046119,757424,4504
CZ,Czech Republic,2012M01,2023180,574703,3777
CZ,Czech Republic,2011M12,1753367,,
CZ,Czech Republic,2011M11,1768171,,
CZ,Czech Republic,2011M10,2471953,,
CZ,Czech Republic,2011M09,2667522,,
CZ,Czech Republic,2011M08,3234891,,
CZ,Czech Republic,2011M07,3043991,,
CZ,Czech Republic,2011M06,2569609,,
CZ,Czech Republic,2011M05,2575499,,
CZ,Czech Republic,2011M04,2363840,,
CZ,Czech Republic,2011M03,2024042,,
CZ,Czech Republic,2011M02,1725298,,
CZ,Czech Republic,2011M01,1681659,,
CZ,Czech Republic,2010M12,1647485,,
CZ,Czech Republic,2010M11,1720060,,
CZ,Czech Republic,2010M10,2399492,,
CZ,Czech Republic,2010M09,2575212,,
CZ,Czech Republic,2010M08,3081742,,
CZ,Czech Republic,2010M07,2894988,,
CZ,Czech Republic,2010M06,2324570,,
CZ,Czech Republic,2010M05,2430744,,
CZ,Czech Republic,2010M04,1996728,,
CZ,Czech Republic,2010M03,1970559,,
CZ,Czech Republic,2010M02,1681212,,
CZ,Czech Republic,2010M01,1635683,,
CZ,Czech Republic,2009M12,1662889,,
CZ,Czech Republic,2009M11,1579868,,
CZ,Czech Republic,2009M10,2186411,,
CZ,Czech Republic,2009M09,2406832,,
CZ,Czech Republic,2009M08,3027369,,
CZ,Czech Republic,2009M07,2776498,,
CZ,Czech Republic,2009M06,2207978,,
CZ,Czech Republic,2009M05,2299623,,
CZ,Czech Republic,2009M04,1992506,,
CZ,Czech Republic,2009M03,1819994,,
CZ,Czech Republic,2009M02,1703410,,
CZ,Czech Republic,2009M01,1677181,,
CZ,Czech Republic,2008M12,1744713,,
CZ,Czech Republic,2008M11,1728568,,
CZ,Czech Republic,2008M10,2352353,,
CZ,Czech Republic,2008M09,2591914,,
CZ,Czech Republic,2008M08,3108948,,
CZ,Czech Republic,2008M07,2851253,,
CZ,Czech Republic,2008M06,2336741,,
CZ,Czech Republic,2008M05,2615952,,
CZ,Czech Republic,2008M04,2075370,,
CZ,Czech Republic,2008M03,2219288,,
CZ,Czech Republic,2008M02,2005490,,
CZ,Czech Republic,2008M01,1796250,,
CZ,Czech Republic,2007M12,1818071,,
CZ,Czech Republic,2007M11,1803648,,
CZ,Czech Republic,2007M10,2392334,,
CZ,Czech Republic,2007M09,2589042,,
CZ,Czech Republic,2007M08,3062727,,
CZ,Czech Republic,2007M07,2789863,,
CZ,Czech Republic,2007M06,2398845,,
CZ,Czech Republic,2007M05,2443875,,
CZ,Czech Republic,2007M04,2165096,,
CZ,Czech Republic,2007M03,2092075,,
CZ,Czech Republic,2007M02,1879868,,
CZ,Czech Republic,2007M01,1608114,,
CZ,Czech Republic,2006M12,1656946,,
CZ,Czech Republic,2006M11,1641460,,
CZ,Czech Republic,2006M10,2240683,,
CZ,Czech Republic,2006M09,2532025,,
CZ,Czech Republic,2006M08,2978699,,
CZ,Czech Republic,2006M07,2693077,,
CZ,Czech Republic,2006M06,2321339,,
CZ,Czech Republic,2006M05,2373312,,
CZ,Czech Republic,2006M04,2089913,,
CZ,Czech Republic,2006M03,1941639,,
CZ,Czech Republic,2006M02,1762593,,
CZ,Czech Republic,2006M01,1657016,,
CZ,Czech Republic,2005M12,1581732,,
CZ,Czech Republic,2005M11,1580204,,
CZ,Czech Republic,2005M10,2239328,,
CZ,Czech Republic,2005M09,2374352,,
CZ,Czech Republic,2005M08,2864114,,
CZ,Czech Republic,2005M07,2610790,,
CZ,Czech Republic,2005M06,2230715,,
CZ,Czech Republic,2005M05,2321996,,
CZ,Czech Republic,2005M04,1873159,,
CZ,Czech Republic,2005M03,2047930,,
CZ,Czech Republic,2005M02,1824421,,
CZ,Czech Republic,2005M01,1659975,,
CZ,Czech Republic,2004M12,1529173,,
CZ,Czech Republic,2004M11,1564598,,
CZ,Czech Republic,2004M10,2128669,,
CZ,Czech Republic,2004M09,2396237,,
CZ,Czech Republic,2004M08,2848947,,
CZ,Czech Republic,2004M07,2650066,,
CZ,Czech Republic,2004M06,2222656,,
CZ,Czech Republic,2004M05,2301091,,
CZ,Czech Republic,2004M04,1964070,,
CZ,Czech Republic,2004M03,1990889,,
CZ,Czech Republic,2004M02,1790727,,
CZ,Czech Republic,2004M01,1544339,,
DE,Germany,2017M09,29346013,8538897,2843637
DE,Germany,2017M08,29908577,11686112,7626252
DE,Germany,2017M07,29503840,11531189,7176855
DE,Germany,2017M06,27035392,9101055,5044809
DE,Germany,2017M05,26202297,7267193,2995505
DE,Germany,2017M04,23286989,6834117,2058277
DE,Germany,2017M03,20915785,4156451,409111
DE,Germany,2017M02,17432903,3733855,209582
DE,Germany,2017M01,16522388,3300764,240480
DE,Germany,2016M12,19434488,3340029,323657
DE,Germany,2016M11,20111533,3375957,254321
DE,Germany,2016M10,26849351,7937903,1834590
DE,Germany,2016M09,28393443,8112049,3235780
DE,Germany,2016M08,29066078,11419188,8009092
DE,Germany,2016M07,28594771,11236456,7284171
DE,Germany,2016M06,25579466,7879395,3179208
DE,Germany,2016M05,25898364,8141512,4023105
DE,Germany,2016M04,21725051,5045753,1037566
DE,Germany,2016M03,20715048,5331267,849785
DE,Germany,2016M02,17622346,3923956,190152
DE,Germany,2016M01,15801624,3286175,245913
DE,Germany,2015M12,18863774,3405984,319625
DE,Germany,2015M11,19564408,3445712,289391
DE,Germany,2015M10,26038825,7499878,1600409
DE,Germany,2015M09,27473658,7807590,2694874
DE,Germany,2015M08,29378137,11682521,8290823
DE,Germany,2015M07,27849644,10892012,6784830
DE,Germany,2015M06,25667754,7804838,3526846
DE,Germany,2015M05,25537925,7766968,3597374
DE,Germany,2015M04,20938833,5757731,1563868
DE,Germany,2015M03,19350013,4131348,402249
DE,Germany,2015M02,16711997,3770408,190922
DE,Germany,2015M01,15136027,3034903,218726
DE,Germany,2014M12,18406898,3370538,266420
DE,Germany,2014M11,18830857,3296518,255195
DE,Germany,2014M10,25480599,7464174,1649810
DE,Germany,2014M09,26854519,7774719,2603323
DE,Germany,2014M08,28746028,11868875,7779153
DE,Germany,2014M07,26281571,10249596,6044304
DE,Germany,2014M06,24406449,8262021,4403642
DE,Germany,2014M05,24955217,6906620,2439004
DE,Germany,2014M04,20435930,6111640,1925973
DE,Germany,2014M03,18622288,3893792,375161
DE,Germany,2014M02,15615831,3408638,167900
DE,Germany,2014M01,14757298,2933352,210599
DE,Germany,2013M12,17349020,3159176,258463
DE,Germany,2013M11,18211456,3191766,222101
DE,Germany,2013M10,24601532,7091256,1429396
DE,Germany,2013M09,26072734,7550036,2306149
DE,Germany,2013M08,27548508,11088745,7207241
DE,Germany,2013M07,26215349,11025350,7088051
DE,Germany,2013M06,23657072,7569967,2843671
DE,Germany,2013M05,23796910,7680144,3260557
DE,Germany,2013M04,19350887,4772837,947194
DE,Germany,2013M03,18513402,4687082,479937
DE,Germany,2013M02,15401959,3540649,166553
DE,Germany,2013M01,14430322,2902786,189731
DE,Germany,2012M12,17026957,3167006,241825
DE,Germany,2012M11,17570544,3067207,212686
DE,Germany,2012M10,23467126,6903960,1331095
DE,Germany,2012M09,26326594,7716870,2387048
DE,Germany,2012M08,26569324,10974906,6969616
DE,Germany,2012M07,25435757,10791568,6052142
DE,Germany,2012M06,23481786,8059406,3102628
DE,Germany,2012M05,23381053,7351296,3191299
DE,Germany,2012M04,19774500,6047771,1665758
DE,Germany,2012M03,17942806,3947747,336330
DE,Germany,2012M02,15328280,3426901,161062
DE,Germany,2012M01,14143999,2936565,179087
DE,Germany,2011M12,16018623,,
DE,Germany,2011M11,17102021,,
DE,Germany,2011M10,23451320,,
DE,Germany,2011M09,25155466,,
DE,Germany,2011M08,25473050,,
DE,Germany,2011M07,25119047,,
DE,Germany,2011M06,23385243,,
DE,Germany,2011M05,22215218,,
DE,Germany,2011M04,18819260,,
DE,Germany,2011M03,16734537,,
DE,Germany,2011M02,14005264,,
DE,Germany,2011M01,13302721,,
DE,Germany,2010M12,15133475,,
DE,Germany,2010M11,16217582,,
DE,Germany,2010M10,22472634,,
DE,Germany,2010M09,24411056,,
DE,Germany,2010M08,24657007,,
DE,Germany,2010M07,23717778,,
DE,Germany,2010M06,21623833,,
DE,Germany,2010M05,21387261,,
DE,Germany,2010M04,17458144,,
DE,Germany,2010M03,15596049,,
DE,Germany,2010M02,13465453,,
DE,Germany,2010M01,12198379,,
DE,Germany,2009M12,14655652,,
DE,Germany,2009M11,14737119,,
DE,Germany,2009M10,20906958,,
DE,Germany,2009M09,22752511,,
DE,Germany,2009M08,23268162,,
DE,Germany,2009M07,22450720,,
DE,Germany,2009M06,20005925,,
DE,Germany,2009M05,20787058,,
DE,Germany,2009M04,16390086,,
DE,Germany,2009M03,14955906,,
DE,Germany,2009M02,13172035,,
DE,Germany,2009M01,12159585,,
DE,Germany,2008M12,14361838,,
DE,Germany,2008M11,14768131,,
DE,Germany,2008M10,21083375,,
DE,Germany,2008M09,23041139,,
DE,Germany,2008M08,22939182,,
DE,Germany,2008M07,22387293,,
DE,Germany,2008M06,20142357,,
DE,Germany,2008M05,21457371,,
DE,Germany,2008M04,16786594,,
DE,Germany,2008M03,15541671,,
DE,Germany,2008M02,14025213,,
DE,Germany,2008M01,12633972,,
DE,Germany,2007M12,14480563,,
DE,Germany,2007M11,15015953,,
DE,Germany,2007M10,20652265,,
DE,Germany,2007M09,23089335,,
DE,Germany,2007M08,22901189,,
DE,Germany,2007M07,21580370,,
DE,Germany,2007M06,20502607,,
DE,Germany,2007M05,19687640,,
DE,Germany,2007M04,16886207,,
DE,Germany,2007M03,15258775,,
DE,Germany,2007M02,12925924,,
DE,Germany,2007M01,12157254,,
DE,Germany,2006M12,14142388,,
DE,Germany,2006M11,14186736,,
DE,Germany,2006M10,20095333,,
DE,Germany,2006M09,23044632,,
DE,Germany,2006M08,21901130,,
DE,Germany,2006M07,20757390,,
DE,Germany,2006M06,19962922,,
DE,Germany,2006M05,19774553,,
DE,Germany,2006M04,15995880,,
DE,Germany,2006M03,14292660,,
DE,Germany,2006M02,12539182,,
DE,Germany,2006M01,11997539,,
DE,Germany,2005M12,13153160,,
DE,Germany,2005M11,13589573,,
DE,Germany,2005M10,19571194,,
DE,Germany,2005M09,21709919,,
DE,Germany,2005M08,22113179,,
DE,Germany,2005M07,20110500,,
DE,Germany,2005M06,18840883,,
DE,Germany,2005M05,19067400,,
DE,Germany,2005M04,15106243,,
DE,Germany,2005M03,14206474,,
DE,Germany,2005M02,12249019,,
DE,Germany,2005M01,11691960,,
DE,Germany,2004M12,12543053,,
DE,Germany,2004M11,13061692,,
DE,Germany,2004M10,18893066,,
DE,Germany,2004M09,21276152,,
DE,Germany,2004M08,20833643,,
DE,Germany,2004M07,19692024,,
DE,Germany,2004M06,18670562,,
DE,Germany,2004M05,19325482,,
DE,Germany,2004M04,14980835,,
DE,Germany,2004M03,13634612,,
DE,Germany,2004M02,11942535,,
DE,Germany,2004M01,10624878,,
DK,Denmark,2017M09,1442430,488777,769845
DK,Denmark,2017M08,1806245,806239,2107572
DK,Denmark,2017M07,1938365,1013666,3556983
DK,Denmark,2017M06,1544963,564999,1517859
DK,Denmark,2017M05,1412189,480799,1230827
DK,Denmark,2017M04,1194616,511673,860629
DK,Denmark,2017M03,1063532,304970,181235
DK,Denmark,2017M02,867112,359475,94211
DK,Denmark,2017M01,823925,219824,91564
DK,Denmark,2016M12,933323,237980,108593
DK,Denmark,2016M11,1119003,307846,112049
DK,Denmark,2016M10,1249827,544783,318535
DK,Denmark,2016M09,1372512,450223,778147
DK,Denmark,2016M08,1744933,812252,2117978
DK,Denmark,2016M07,1959668,1020674,3669669
DK,Denmark,2016M06,1498862,552815,1419451
DK,Denmark,2016M05,1375491,475277,1261926
DK,Denmark,2016M04,1148235,357732,729432
DK,Denmark,2016M03,1020317,392043,292062
DK,Denmark,2016M02,861242,346233,98870
DK,Denmark,2016M01,779106,208936,103859
DK,Denmark,2015M12,896856,236529,116488
DK,Denmark,2015M11,1072447,280123,122548
DK,Denmark,2015M10,1227730,515517,321007
DK,Denmark,2015M09,1380663,353726,742776
DK,Denmark,2015M08,1673968,734439,2159848
DK,Denmark,2015M07,1911746,983066,3738019
DK,Denmark,2015M06,1439168,517252,1402272
DK,Denmark,2015M05,1337986,482969,1306783
DK,Denmark,2015M04,1055546,384120,841210
DK,Denmark,2015M03,952682,291649,179068
DK,Denmark,2015M02,754752,302062,80023
DK,Denmark,2015M01,747987,198686,79191
DK,Denmark,2014M12,815736,171750,487124
DK,Denmark,2014M11,1033071,227914,0
DK,Denmark,2014M10,1156907,425599,0
DK,Denmark,2014M09,1269715,368056,743909
DK,Denmark,2014M08,1621294,637158,2089832
DK,Denmark,2014M07,1774799,901181,3975434
DK,Denmark,2014M06,1376909,465923,1559041
DK,Denmark,2014M05,1322702,413003,1175295
DK,Denmark,2014M04,1027402,377230,880882
DK,Denmark,2014M03,917490,230810,268332
DK,Denmark,2014M02,718359,286350,0
DK,Denmark,2014M01,746083,181610,0
DK,Denmark,2013M12,740351,167874,508240
DK,Denmark,2013M11,982216,256053,0
DK,Denmark,2013M10,1088741,437269,0
DK,Denmark,2013M09,1180962,369574,699952
DK,Denmark,2013M08,1558337,608895,1980276
DK,Denmark,2013M07,1708751,953967,3903353
DK,Denmark,2013M06,1306139,456153,1359199
DK,Denmark,2013M05,1220682,428295,1273145
DK,Denmark,2013M04,916230,301658,734471
DK,Denmark,2013M03,850672,369601,344765
DK,Denmark,2013M02,679796,297383,0
DK,Denmark,2013M01,648797,169040,0
DK,Denmark,2012M12,698974,161419,469770
DK,Denmark,2012M11,950213,272552,0
DK,Denmark,2012M10,1037188,454593,0
DK,Denmark,2012M09,1133596,390309,721907
DK,Denmark,2012M08,1465905,621726,1999545
DK,Denmark,2012M07,1672603,994172,3642227
DK,Denmark,2012M06,1288565,459367,1328927
DK,Denmark,2012M05,1145568,439850,1373342
DK,Denmark,2012M04,921644,414615,856039
DK,Denmark,2012M03,830803,286980,285768
DK,Denmark,2012M02,644027,291925,0
DK,Denmark,2012M01,611097,175019,0
DK,Denmark,2011M12,651660,,
DK,Denmark,2011M11,896538,,
DK,Denmark,2011M10,982944,,
DK,Denmark,2011M09,1128351,,
DK,Denmark,2011M08,1420984,,
DK,Denmark,2011M07,1651499,,
DK,Denmark,2011M06,1226826,,
DK,Denmark,2011M05,1082503,,
DK,Denmark,2011M04,858642,,
DK,Denmark,2011M03,763026,,
DK,Denmark,2011M02,611202,,
DK,Denmark,2011M01,567163,,
DK,Denmark,2010M12,647564,,
DK,Denmark,2010M11,851370,,
DK,Denmark,2010M10,963136,,
DK,Denmark,2010M09,1017541,,
DK,Denmark,2010M08,1351871,,
DK,Denmark,2010M07,1515784,,
DK,Denmark,2010M06,1087395,,
DK,Denmark,2010M05,997373,,
DK,Denmark,2010M04,735404,,
DK,Denmark,2010M03,694013,,
DK,Denmark,2010M02,550147,,
DK,Denmark,2010M01,515303,,
DK,Denmark,2009M12,630093,,
DK,Denmark,2009M11,732873,,
DK,Denmark,2009M10,882733,,
DK,Denmark,2009M09,951991,,
DK,Denmark,2009M08,1163964,,
DK,Denmark,2009M07,1317254,,
DK,Denmark,2009M06,974083,,
DK,Denmark,2009M05,890183,,
DK,Denmark,2009M04,688325,,
DK,Denmark,2009M03,644724,,
DK,Denmark,2009M02,545910,,
DK,Denmark,2009M01,518087,,
DK,Denmark,2008M12,560291,,
DK,Denmark,2008M11,825133,,
DK,Denmark,2008M10,885017,,
DK,Denmark,2008M09,1013070,,
DK,Denmark,2008M08,1245823,,
DK,Denmark,2008M07,1402430,,
DK,Denmark,2008M06,1076235,,
DK,Denmark,2008M05,1040709,,
DK,Denmark,2008M04,807935,,
DK,Denmark,2008M03,715746,,
DK,Denmark,2008M02,631223,,
DK,Denmark,2008M01,582037,,
DK,Denmark,2007M12,621309,,
DK,Denmark,2007M11,862914,,
DK,Denmark,2007M10,931547,,
DK,Denmark,2007M09,1051823,,
DK,Denmark,2007M08,1341248,,
DK,Denmark,2007M07,1505663,,
DK,Denmark,2007M06,1117637,,
DK,Denmark,2007M05,983915,,
DK,Denmark,2007M04,808666,,
DK,Denmark,2007M03,713721,,
DK,Denmark,2007M02,636297,,
DK,Denmark,2007M01,590050,,
DK,Denmark,2006M12,616674,,
DK,Denmark,2006M11,838992,,
DK,Denmark,2006M10,921508,,
DK,Denmark,2006M09,1041900,,
DK,Denmark,2006M08,1297501,,
DK,Denmark,2006M07,1410652,,
DK,Denmark,2006M06,1066637,,
DK,Denmark,2006M05,947148,,
DK,Denmark,2006M04,733853,,
DK,Denmark,2006M03,700498,,
DK,Denmark,2006M02,542149,,
DK,Denmark,2006M01,529587,,
DK,Denmark,2005M12,580200,,
DK,Denmark,2005M11,785026,,
DK,Denmark,2005M10,849179,,
DK,Denmark,2005M09,998516,,
DK,Denmark,2005M08,1249176,,
DK,Denmark,2005M07,1344385,,
DK,Denmark,2005M06,1002642,,
DK,Denmark,2005M05,895835,,
DK,Denmark,2005M04,759952,,
DK,Denmark,2005M03,643337,,
DK,Denmark,2005M02,521318,,
DK,Denmark,2005M01,489670,,
DK,Denmark,2004M12,525980,,
DK,Denmark,2004M11,759823,,
DK,Denmark,2004M10,770521,,
DK,Denmark,2004M09,916047,,
DK,Denmark,2004M08,1174195,,
DK,Denmark,2004M07,1422415,,
DK,Denmark,2004M06,1009126,,
DK,Denmark,2004M05,877055,,
DK,Denmark,2004M04,663096,,
DK,Denmark,2004M03,641319,,
DK,Denmark,2004M02,500057,,
DK,Denmark,2004M01,451687,,
EE,Estonia,2017M09,432036,85048,
EE,Estonia,2017M08,593278,206393,2256
EE,Estonia,2017M07,682851,246562,5655
EE,Estonia,2017M06,526054,152628,1888
EE,Estonia,2017M05,453977,85987,897
EE,Estonia,2017M04,404348,67001,
EE,Estonia,2017M03,350499,58916,0
EE,Estonia,2017M02,317175,58214,0
EE,Estonia,2017M01,300859,58646,0
EE,Estonia,2016M12,390738,64571,0
EE,Estonia,2016M11,344396,60445,0
EE,Estonia,2016M10,428594,75009,0
EE,Estonia,2016M09,403582,77245,0
EE,Estonia,2016M08,588905,210805,0
EE,Estonia,2016M07,685553,253377,0
EE,Estonia,2016M06,505042,148716,0
EE,Estonia,2016M05,437124,78012,0
EE,Estonia,2016M04,368569,56010,0
EE,Estonia,2016M03,339381,53122,0
EE,Estonia,2016M02,278540,47786,0
EE,Estonia,2016M01,283601,49005,0
EE,Estonia,2015M12,362701,49902,0
EE,Estonia,2015M11,339951,47228,0
EE,Estonia,2015M10,408274,63310,0
EE,Estonia,2015M09,376169,64451,0
EE,Estonia,2015M08,544642,178616,0
EE,Estonia,2015M07,656813,217371,0
EE,Estonia,2015M06,460872,138897,0
EE,Estonia,2015M05,409599,75585,0
EE,Estonia,2015M04,338253,51851,0
EE,Estonia,2015M03,305753,48484,0
EE,Estonia,2015M02,270738,49269,0
EE,Estonia,2015M01,273022,49855,0
EE,Estonia,2014M12,337734,51144,0
EE,Estonia,2014M11,344819,50162,0
EE,Estonia,2014M10,386857,57809,0
EE,Estonia,2014M09,382474,64153,0
EE,Estonia,2014M08,546159,173089,0
EE,Estonia,2014M07,648290,207896,0
EE,Estonia,2014M06,490129,133051,0
EE,Estonia,2014M05,442528,71006,0
EE,Estonia,2014M04,340103,51566,0
EE,Estonia,2014M03,312819,49209,0
EE,Estonia,2014M02,275613,45490,0
EE,Estonia,2014M01,298367,48997,0
EE,Estonia,2013M12,353567,49007,0
EE,Estonia,2013M11,339630,50643,0
EE,Estonia,2013M10,384382,58131,0
EE,Estonia,2013M09,374750,64479,0
EE,Estonia,2013M08,557007,174514,0
EE,Estonia,2013M07,633135,201450,0
EE,Estonia,2013M06,479294,126577,0
EE,Estonia,2013M05,428956,67684,0
EE,Estonia,2013M04,328565,46403,0
EE,Estonia,2013M03,332378,47792,0
EE,Estonia,2013M02,256464,42317,0
EE,Estonia,2013M01,289116,47792,0
EE,Estonia,2012M12,345414,45780,0
EE,Estonia,2012M11,322991,45227,0
EE,Estonia,2012M10,377204,54461,0
EE,Estonia,2012M09,367436,59379,0
EE,Estonia,2012M08,524838,147267,0
EE,Estonia,2012M07,631711,186604,0
EE,Estonia,2012M06,463413,117563,0
EE,Estonia,2012M05,410693,65324,0
EE,Estonia,2012M04,360558,44660,0
EE,Estonia,2012M03,313546,45291,0
EE,Estonia,2012M02,251654,41116,0
EE,Estonia,2012M01,279792,42615,0
EE,Estonia,2011M12,324808,,
EE,Estonia,2011M11,313717,,
EE,Estonia,2011M10,379813,,
EE,Estonia,2011M09,368723,,
EE,Estonia,2011M08,543865,,
EE,Estonia,2011M07,649332,,
EE,Estonia,2011M06,467118,,
EE,Estonia,2011M05,403827,,
EE,Estonia,2011M04,349332,,
EE,Estonia,2011M03,277005,,
EE,Estonia,2011M02,245019,,
EE,Estonia,2011M01,272244,,
EE,Estonia,2010M12,286181,,
EE,Estonia,2010M11,284640,,
EE,Estonia,2010M10,335514,,
EE,Estonia,2010M09,322437,,
EE,Estonia,2010M08,480929,,
EE,Estonia,2010M07,574110,,
EE,Estonia,2010M06,394804,,
EE,Estonia,2010M05,362058,,
EE,Estonia,2010M04,305574,,
EE,Estonia,2010M03,241933,,
EE,Estonia,2010M02,211328,,
EE,Estonia,2010M01,228587,,
EE,Estonia,2009M12,241058,,
EE,Estonia,2009M11,230959,,
EE,Estonia,2009M10,300882,,
EE,Estonia,2009M09,271611,,
EE,Estonia,2009M08,418783,,
EE,Estonia,2009M07,504995,,
EE,Estonia,2009M06,345146,,
EE,Estonia,2009M05,311303,,
EE,Estonia,2009M04,264054,,
EE,Estonia,2009M03,214717,,
EE,Estonia,2009M02,195500,,
EE,Estonia,2009M01,200327,,
EE,Estonia,2008M12,239828,,
EE,Estonia,2008M11,252201,,
EE,Estonia,2008M10,308725,,
EE,Estonia,2008M09,305574,,
EE,Estonia,2008M08,461367,,
EE,Estonia,2008M07,525853,,
EE,Estonia,2008M06,392119,,
EE,Estonia,2008M05,367961,,
EE,Estonia,2008M04,285089,,
EE,Estonia,2008M03,268298,,
EE,Estonia,2008M02,236362,,
EE,Estonia,2008M01,207026,,
EE,Estonia,2007M12,266227,,
EE,Estonia,2007M11,264455,,
EE,Estonia,2007M10,306483,,
EE,Estonia,2007M09,321800,,
EE,Estonia,2007M08,454327,,
EE,Estonia,2007M07,502203,,
EE,Estonia,2007M06,381247,,
EE,Estonia,2007M05,334288,,
EE,Estonia,2007M04,316495,,
EE,Estonia,2007M03,258503,,
EE,Estonia,2007M02,219790,,
EE,Estonia,2007M01,210965,,
EE,Estonia,2006M12,256944,,
EE,Estonia,2006M11,271695,,
EE,Estonia,2006M10,308920,,
EE,Estonia,2006M09,335177,,
EE,Estonia,2006M08,444038,,
EE,Estonia,2006M07,492585,,
EE,Estonia,2006M06,386572,,
EE,Estonia,2006M05,337497,,
EE,Estonia,2006M04,291255,,
EE,Estonia,2006M03,243442,,
EE,Estonia,2006M02,198705,,
EE,Estonia,2006M01,190917,,
EE,Estonia,2005M12,232721,,
EE,Estonia,2005M11,246901,,
EE,Estonia,2005M10,292702,,
EE,Estonia,2005M09,315561,,
EE,Estonia,2005M08,419607,,
EE,Estonia,2005M07,478433,,
EE,Estonia,2005M06,361299,,
EE,Estonia,2005M05,322222,,
EE,Estonia,2005M04,273473,,
EE,Estonia,2005M03,240151,,
EE,Estonia,2005M02,188002,,
EE,Estonia,2005M01,170141,,
EE,Estonia,2004M12,226423,,
EE,Estonia,2004M11,233753,,
EE,Estonia,2004M10,268710,,
EE,Estonia,2004M09,279117,,
EE,Estonia,2004M08,392752,,
EE,Estonia,2004M07,481766,,
EE,Estonia,2004M06,339664,,
EE,Estonia,2004M05,293200,,
EE,Estonia,2004M04,242811,,
EE,Estonia,2004M03,211235,,
EE,Estonia,2004M02,167641,,
EE,Estonia,2004M01,150217,,
ES,Spain,2017M09,38024242,9259582,3687271
ES,Spain,2017M08,46720017,14976087,10627605
ES,Spain,2017M07,43651610,12905564,8040503
ES,Spain,2017M06,36550738,8834858,3930718
ES,Spain,2017M05,31546445,6835913,2408808
ES,Spain,2017M04,27518253,6933969,2839953
ES,Spain,2017M03,20391556,5292146,1325992
ES,Spain,2017M02,16046230,4762828,1108341
ES,Spain,2017M01,14978598,4688658,1075486
ES,Spain,2016M12,16013165,5104379,1045719
ES,Spain,2016M11,17134705,4774532,943648
ES,Spain,2016M10,30587998,7090964,1707882
ES,Spain,2016M09,37218421,8733738,3345244
ES,Spain,2016M08,46502956,14449380,10425182
ES,Spain,2016M07,42948946,12349138,7525715
ES,Spain,2016M06,34430872,8153551,3457378
